gps_time,x,y,z,ve(m/s),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2024-12-27-07-45-50-928,11845014.087439,3497256.394024,60.746101,0.980800,-0.035100,0.003500,0.015174,0.000126,1.632277
2024-12-27-07-45-50-936,11845014.096017,3497256.393774,60.746201,0.979400,-0.034900,0.006100,0.015158,0.000107,1.632249
2024-12-27-07-45-50-944,11845014.104596,3497256.393532,60.746201,0.978900,-0.033900,0.008300,0.015178,0.000110,1.632238
2024-12-27-07-45-50-952,11845014.113162,3497256.393292,60.746300,0.977600,-0.033200,0.008800,0.015201,0.000120,1.632225
2024-12-27-07-45-50-960,11845014.121728,3497256.393052,60.746399,0.977200,-0.033100,0.007800,0.015203,0.000127,1.632221
2024-12-27-07-45-50-968,11845014.130307,3497256.392808,60.746399,0.978400,-0.033400,0.004900,0.015188,0.000126,1.632212
2024-12-27-07-45-50-976,11845014.138887,3497256.392562,60.746399,0.979200,-0.033900,0.003000,0.015162,0.000105,1.632206
2024-12-27-07-45-50-984,11845014.147454,3497256.392314,60.746399,0.978500,-0.034400,0.002500,0.015132,0.000087,1.632208
2024-12-27-07-45-50-992,11845014.156030,3497256.392061,60.746498,0.978800,-0.035100,0.003800,0.015106,0.000074,1.632191
2024-12-27-07-45-51-000,11845014.164615,3497256.391811,60.746498,0.979700,-0.035000,0.005900,0.015109,0.000076,1.632175
2024-12-27-07-45-51-008,11845014.173174,3497256.391568,60.746601,0.977800,-0.034100,0.006000,0.015114,0.000061,1.632157
2024-12-27-07-45-51-016,11845014.181749,3497256.391329,60.746601,0.978200,-0.033200,0.006000,0.015138,0.000089,1.632153
2024-12-27-07-45-51-024,11845014.190324,3497256.391100,60.746601,0.978600,-0.031900,0.001400,0.015143,0.000072,1.632157
2024-12-27-07-45-51-032,11845014.198883,3497256.390876,60.746700,0.977400,-0.030800,0.002100,0.015139,0.000066,1.632155
2024-12-27-07-45-51-040,11845014.207444,3497256.390648,60.746601,0.977000,-0.030800,-0.000500,0.015136,0.000067,1.632138
2024-12-27-07-45-51-048,11845014.216006,3497256.390423,60.746700,0.977000,-0.030800,-0.000400,0.015128,0.000084,1.632133
2024-12-27-07-45-51-056,11845014.224573,3497256.390194,60.746700,0.977500,-0.031300,0.000200,0.015125,0.000085,1.632121
2024-12-27-07-45-51-064,11845014.233142,3497256.389971,60.746601,0.978100,-0.030900,-0.002800,0.015126,0.000084,1.632092
2024-12-27-07-45-51-072,11845014.241710,3497256.389741,60.746601,0.978200,-0.031600,-0.002400,0.015133,0.000097,1.632088
2024-12-27-07-45-51-080,11845014.250285,3497256.389506,60.746601,0.978800,-0.032500,-0.004100,0.015118,0.000098,1.632083
2024-12-27-07-45-51-088,11845014.258849,3497256.389273,60.746601,0.978000,-0.032700,-0.001500,0.015080,0.000084,1.632084
2024-12-27-07-45-51-096,11845014.267402,3497256.389036,60.746601,0.976600,-0.033000,-0.000300,0.015087,0.000092,1.632065
2024-12-27-07-45-51-104,11845014.275961,3497256.388803,60.746601,0.976600,-0.032700,-0.000600,0.015103,0.000091,1.632060
2024-12-27-07-45-51-112,11845014.284525,3497256.388570,60.746601,0.977100,-0.032400,0.001900,0.015076,0.000102,1.632040
2024-12-27-07-45-51-120,11845014.293083,3497256.388339,60.746601,0.977000,-0.032100,0.002700,0.015058,0.000102,1.632048
2024-12-27-07-45-51-127,11845014.301648,3497256.388109,60.746601,0.977500,-0.031900,0.003200,0.015029,0.000080,1.632041
2024-12-27-07-45-51-135,11845014.310212,3497256.387863,60.746700,0.977600,-0.033600,0.003700,0.015005,0.000072,1.632031
2024-12-27-07-45-51-143,11845014.318768,3497256.387613,60.746700,0.977000,-0.034700,0.005000,0.014958,0.000047,1.632030
2024-12-27-07-45-51-151,11845014.327335,3497256.387358,60.746799,0.977700,-0.035600,0.007900,0.014927,0.000033,1.632008
2024-12-27-07-45-51-159,11845014.335893,3497256.387112,60.746799,0.977100,-0.035000,0.010600,0.014910,0.000017,1.631999
2024-12-27-07-45-51-167,11845014.344456,3497256.386867,60.746899,0.977300,-0.034200,0.011900,0.014914,0.000029,1.631977
2024-12-27-07-45-51-175,11845014.353021,3497256.386639,60.747002,0.977600,-0.032100,0.012400,0.014944,0.000023,1.631955
2024-12-27-07-45-51-183,11845014.361579,3497256.386420,60.747101,0.977200,-0.030300,0.011300,0.014934,-0.000013,1.631974
2024-12-27-07-45-51-191,11845014.370125,3497256.386207,60.747200,0.975800,-0.029000,0.014100,0.014948,-0.000027,1.631957
2024-12-27-07-45-51-199,11845014.378671,3497256.385985,60.747299,0.975200,-0.029600,0.013100,0.014965,-0.000035,1.631947
2024-12-27-07-45-51-207,11845014.387223,3497256.385756,60.747398,0.975600,-0.030900,0.010100,0.014966,-0.000055,1.631917
2024-12-27-07-45-51-215,11845014.395786,3497256.385517,60.747398,0.977000,-0.032700,0.005900,0.014959,-0.000063,1.631896
2024-12-27-07-45-51-223,11845014.404348,3497256.385277,60.747398,0.977500,-0.033700,0.001800,0.014936,-0.000061,1.631873
2024-12-27-07-45-51-231,11845014.412919,3497256.385037,60.747501,0.978400,-0.033800,0.000200,0.014885,-0.000078,1.631867
2024-12-27-07-45-51-239,11845014.421488,3497256.384794,60.747501,0.978600,-0.034000,-0.001100,0.014858,-0.000073,1.631850
2024-12-27-07-45-51-247,11845014.430059,3497256.384563,60.747501,0.978700,-0.032800,-0.001700,0.014810,-0.000097,1.631856
2024-12-27-07-45-51-255,11845014.438611,3497256.384331,60.747501,0.976900,-0.032200,-0.000600,0.014797,-0.000103,1.631847
2024-12-27-07-45-51-263,11845014.447407,3497256.384285,60.747501,0.977200,-0.031500,0.001700,0.014766,-0.000114,1.631828
2024-12-27-07-45-51-271,11845014.456071,3497256.384140,60.747501,0.978600,-0.031000,-0.000800,0.014771,-0.000080,1.631811
2024-12-27-07-45-51-279,11845014.464727,3497256.383998,60.747398,0.978600,-0.030400,-0.002500,0.014732,-0.000102,1.631817
2024-12-27-07-45-51-287,11845014.473397,3497256.383852,60.747398,0.979700,-0.030800,-0.003000,0.014692,-0.000112,1.631805
2024-12-27-07-45-51-295,11845014.482071,3497256.383714,60.747299,0.980600,-0.030200,-0.002900,0.014663,-0.000128,1.631798
2024-12-27-07-45-51-303,11845014.490740,3497256.383584,60.747398,0.980400,-0.029100,0.002800,0.014663,-0.000152,1.631789
2024-12-27-07-45-51-311,11845014.499402,3497256.383452,60.747398,0.979300,-0.028900,0.006600,0.014672,-0.000132,1.631780
2024-12-27-07-45-51-319,11845014.508074,3497256.383328,60.747398,0.979800,-0.028000,0.008900,0.014720,-0.000119,1.631749
2024-12-27-07-45-51-327,11845014.516743,3497256.383209,60.747398,0.979800,-0.027300,0.007700,0.014754,-0.000135,1.631741
2024-12-27-07-45-51-335,11845014.525422,3497256.383104,60.747398,0.980700,-0.025500,0.005400,0.014795,-0.000144,1.631729
2024-12-27-07-45-51-343,11845014.534096,3497256.382999,60.747501,0.980700,-0.025000,0.005200,0.014825,-0.000146,1.631737
2024-12-27-07-45-51-352,11845014.542773,3497256.382890,60.747501,0.980900,-0.025300,0.004700,0.014867,-0.000164,1.631733
2024-12-27-07-45-51-360,11845014.551445,3497256.382778,60.747501,0.980400,-0.025900,0.002400,0.014901,-0.000169,1.631716
2024-12-27-07-45-51-368,11845014.560121,3497256.382655,60.747501,0.980600,-0.027700,0.002000,0.014921,-0.000164,1.631727
2024-12-27-07-45-51-376,11845014.568805,3497256.382517,60.747398,0.981400,-0.029800,-0.002500,0.014912,-0.000172,1.631701
2024-12-27-07-45-51-384,11845014.577506,3497256.382380,60.747398,0.983400,-0.030500,-0.004100,0.014904,-0.000167,1.631693
2024-12-27-07-45-51-392,11845014.586194,3497256.382243,60.747299,0.982900,-0.030700,-0.005800,0.014908,-0.000185,1.631687
2024-12-27-07-45-51-400,11845014.594884,3497256.382103,60.747299,0.982700,-0.030800,-0.005000,0.014906,-0.000159,1.631683
2024-12-27-07-45-51-408,11845014.603582,3497256.381970,60.747200,0.983200,-0.029800,-0.005400,0.014899,-0.000180,1.631677
2024-12-27-07-45-51-416,11845014.612264,3497256.381849,60.747200,0.982000,-0.028000,-0.001700,0.014898,-0.000188,1.631665
2024-12-27-07-45-51-424,11845014.620951,3497256.381727,60.747101,0.981800,-0.027400,0.000600,0.014905,-0.000177,1.631675
2024-12-27-07-45-51-432,11845014.629638,3497256.381606,60.747101,0.981800,-0.027100,0.001900,0.014909,-0.000168,1.631669
2024-12-27-07-45-51-440,11845014.638347,3497256.381476,60.747101,0.983900,-0.028200,0.001800,0.014889,-0.000175,1.631667
2024-12-27-07-45-51-448,11845014.647037,3497256.381349,60.747101,0.983200,-0.028300,0.000600,0.014868,-0.000190,1.631665
2024-12-27-07-45-51-456,11845014.655734,3497256.381209,60.747101,0.983300,-0.029800,0.002400,0.014836,-0.000235,1.631669
2024-12-27-07-45-51-464,11845014.664425,3497256.381069,60.747101,0.982800,-0.030500,0.004200,0.014834,-0.000247,1.631654
2024-12-27-07-45-51-472,11845014.673140,3497256.380934,60.747101,0.984600,-0.030100,0.008100,0.014858,-0.000215,1.631654
2024-12-27-07-45-51-480,11845014.681836,3497256.380809,60.747200,0.983900,-0.028700,0.009100,0.014879,-0.000238,1.631657
2024-12-27-07-45-51-488,11845014.690538,3497256.380687,60.747200,0.983900,-0.027600,0.009800,0.014897,-0.000230,1.631644
2024-12-27-07-45-51-496,11845014.699257,3497256.380571,60.747200,0.985400,-0.026600,0.006300,0.014910,-0.000236,1.631651
2024-12-27-07-45-51-504,11845014.707965,3497256.380472,60.747200,0.985100,-0.024500,0.005200,0.014925,-0.000251,1.631670
2024-12-27-07-45-51-512,11845014.716661,3497256.380358,60.747299,0.983800,-0.025200,0.006100,0.014922,-0.000269,1.631668
2024-12-27-07-45-51-520,11845014.725363,3497256.380244,60.747299,0.983700,-0.025800,0.005100,0.014928,-0.000275,1.631666
2024-12-27-07-45-51-528,11845014.734074,3497256.380127,60.747299,0.984500,-0.026600,0.003400,0.014954,-0.000249,1.631653
2024-12-27-07-45-51-536,11845014.742767,3497256.380004,60.747299,0.983300,-0.027600,0.000100,0.014935,-0.000274,1.631662
2024-12-27-07-45-51-544,11845014.751486,3497256.379875,60.747299,0.985100,-0.028700,-0.000000,0.014916,-0.000274,1.631660
2024-12-27-07-45-51-552,11845014.760201,3497256.379754,60.747200,0.985600,-0.028100,-0.005000,0.014909,-0.000250,1.631663
2024-12-27-07-45-51-560,11845014.768911,3497256.379638,60.747200,0.985400,-0.027100,-0.004500,0.014879,-0.000284,1.631659
2024-12-27-07-45-51-568,11845014.777626,3497256.379522,60.747101,0.985600,-0.026600,-0.005700,0.014864,-0.000293,1.631664
2024-12-27-07-45-51-576,11845014.786331,3497256.379425,60.747002,0.984700,-0.024300,-0.003800,0.014860,-0.000293,1.631664
2024-12-27-07-45-51-584,11845014.795044,3497256.379325,60.747002,0.985000,-0.023700,-0.002300,0.014846,-0.000271,1.631670
2024-12-27-07-45-51-592,11845014.803757,3497256.379234,60.747002,0.985100,-0.022800,-0.002300,0.014857,-0.000252,1.631673
2024-12-27-07-45-51-600,11845014.812481,3497256.379133,60.746899,0.986300,-0.023600,-0.004000,0.014854,-0.000235,1.631675
2024-12-27-07-45-51-608,11845014.821209,3497256.379029,60.746799,0.987200,-0.024500,-0.004800,0.014806,-0.000267,1.631687
2024-12-27-07-45-51-616,11845014.829923,3497256.378917,60.746799,0.986200,-0.025800,-0.000600,0.014793,-0.000256,1.631679
2024-12-27-07-45-51-624,11845014.838638,3497256.378810,60.746799,0.985700,-0.025900,0.001300,0.014805,-0.000268,1.631695
2024-12-27-07-45-51-632,11845014.847367,3497256.378703,60.746799,0.986800,-0.025700,0.001300,0.014820,-0.000248,1.631684
2024-12-27-07-45-51-640,11845014.856081,3497256.378592,60.746799,0.986000,-0.025800,0.003300,0.014815,-0.000264,1.631678
2024-12-27-07-45-51-648,11845014.864801,3497256.378508,60.746799,0.986000,-0.022900,0.004300,0.014847,-0.000255,1.631672
2024-12-27-07-45-51-656,11845014.873517,3497256.378421,60.746799,0.985800,-0.022000,0.001900,0.014851,-0.000258,1.631678
2024-12-27-07-45-51-664,11845014.882244,3497256.378333,60.746799,0.986700,-0.022000,0.001400,0.014854,-0.000267,1.631690
2024-12-27-07-45-51-673,11845014.890958,3497256.378244,60.746700,0.985900,-0.022300,-0.000800,0.014869,-0.000258,1.631694
2024-12-27-07-45-51-681,11845014.899665,3497256.378157,60.746700,0.984900,-0.022200,-0.000900,0.014887,-0.000263,1.631693
2024-12-27-07-45-51-689,11845014.908392,3497256.378053,60.746601,0.986300,-0.024200,-0.004900,0.014886,-0.000260,1.631696
2024-12-27-07-45-51-697,11845014.917112,3497256.377953,60.746601,0.986400,-0.024500,-0.006100,0.014889,-0.000233,1.631685
2024-12-27-07-45-51-705,11845014.925849,3497256.377843,60.746498,0.988000,-0.025700,-0.008000,0.014874,-0.000235,1.631674
2024-12-27-07-45-51-713,11845014.934572,3497256.377736,60.746399,0.987300,-0.025700,-0.009200,0.014884,-0.000249,1.631664
2024-12-27-07-45-51-721,11845014.943304,3497256.377631,60.746300,0.987800,-0.025400,-0.009200,0.014861,-0.000236,1.631676
2024-12-27-07-45-51-729,11845014.952015,3497256.377521,60.746201,0.986000,-0.025700,-0.007600,0.014843,-0.000246,1.631682
2024-12-27-07-45-51-737,11845014.960734,3497256.377414,60.746201,0.985800,-0.025300,-0.006200,0.014822,-0.000248,1.631673
2024-12-27-07-45-51-745,11845014.969435,3497256.377303,60.746101,0.984300,-0.025500,-0.005600,0.014810,-0.000241,1.631671
2024-12-27-07-45-51-753,11845014.978172,3497256.377185,60.745998,0.987000,-0.026400,-0.005300,0.014777,-0.000231,1.631664
2024-12-27-07-45-51-761,11845014.986906,3497256.377065,60.745998,0.988100,-0.027000,-0.005200,0.014739,-0.000221,1.631655
2024-12-27-07-45-51-769,11845014.995626,3497256.376952,60.745899,0.987300,-0.026600,-0.004800,0.014714,-0.000268,1.631668
2024-12-27-07-45-51-777,11845015.004359,3497256.376828,60.745899,0.987800,-0.027300,-0.001100,0.014738,-0.000241,1.631658
2024-12-27-07-45-51-785,11845015.013091,3497256.376703,60.745800,0.987900,-0.027700,0.001100,0.014748,-0.000227,1.631654
2024-12-27-07-45-51-793,11845015.021825,3497256.376582,60.745899,0.988200,-0.027400,0.004400,0.014753,-0.000233,1.631648
2024-12-27-07-45-51-801,11845015.030546,3497256.376459,60.745800,0.987100,-0.027300,0.001100,0.014776,-0.000238,1.631628
2024-12-27-07-45-51-809,11845015.039276,3497256.376342,60.745800,0.987300,-0.026700,0.004200,0.014799,-0.000240,1.631625
2024-12-27-07-45-51-817,11845015.047988,3497256.376221,60.745800,0.985800,-0.026900,0.003100,0.014815,-0.000237,1.631629
2024-12-27-07-45-51-825,11845015.056704,3497256.376099,60.745899,0.985600,-0.026900,0.006400,0.014844,-0.000245,1.631623
2024-12-27-07-45-51-833,11845015.065428,3497256.375970,60.745800,0.986400,-0.027800,0.002000,0.014882,-0.000231,1.631609
2024-12-27-07-45-51-841,11845015.074138,3497256.375837,60.745800,0.985600,-0.028600,0.000100,0.014893,-0.000241,1.631606
2024-12-27-07-45-51-849,11845015.082846,3497256.375688,60.745800,0.985100,-0.030600,-0.000900,0.014916,-0.000235,1.631584
2024-12-27-07-45-51-857,11845015.091579,3497256.375541,60.745701,0.987200,-0.031200,-0.004400,0.014899,-0.000238,1.631586
2024-12-27-07-45-51-865,11845015.100290,3497256.375378,60.745602,0.986200,-0.032900,-0.009400,0.014886,-0.000213,1.631585
2024-12-27-07-45-51-873,11845015.109012,3497256.375203,60.745602,0.986600,-0.034700,-0.009500,0.014835,-0.000212,1.631573
2024-12-27-07-45-51-881,11845015.117721,3497256.375030,60.745499,0.985800,-0.035000,-0.011400,0.014814,-0.000226,1.631557
2024-12-27-07-45-51-889,11845015.126439,3497256.374855,60.745399,0.986100,-0.035000,-0.008600,0.014787,-0.000209,1.631538
2024-12-27-07-45-51-897,11845015.135140,3497256.374683,60.745300,0.984700,-0.034600,-0.006100,0.014776,-0.000177,1.631534
2024-12-27-07-45-51-906,11845015.143828,3497256.374512,60.745201,0.983000,-0.034000,-0.005600,0.014769,-0.000183,1.631517
2024-12-27-07-45-51-914,11845015.152545,3497256.374336,60.745201,0.985000,-0.034300,-0.004700,0.014758,-0.000174,1.631499
2024-12-27-07-45-51-922,11845015.161242,3497256.374158,60.745098,0.984300,-0.034600,-0.005900,0.014741,-0.000173,1.631487
2024-12-27-07-45-51-930,11845015.169945,3497256.373970,60.745098,0.984600,-0.035900,-0.003300,0.014716,-0.000166,1.631483
2024-12-27-07-45-51-938,11845015.178577,3497256.373706,60.744999,0.985100,-0.036800,-0.004300,0.014708,-0.000151,1.631469
2024-12-27-07-45-51-946,11845015.187207,3497256.373437,60.744999,0.985200,-0.037700,-0.003300,0.014688,-0.000148,1.631459
2024-12-27-07-45-51-954,11845015.195819,3497256.373170,60.744900,0.983700,-0.037500,-0.005900,0.014688,-0.000157,1.631435
2024-12-27-07-45-51-962,11845015.204449,3497256.372909,60.744900,0.984500,-0.036900,-0.001900,0.014671,-0.000151,1.631441
2024-12-27-07-45-51-970,11845015.213069,3497256.372655,60.744900,0.984000,-0.035600,-0.005700,0.014682,-0.000125,1.631425
2024-12-27-07-45-51-978,11845015.221686,3497256.372402,60.744900,0.983700,-0.034800,-0.001900,0.014637,-0.000129,1.631422
2024-12-27-07-45-51-986,11845015.230305,3497256.372146,60.744801,0.983600,-0.035000,-0.003500,0.014686,-0.000107,1.631393
2024-12-27-07-45-51-994,11845015.238921,3497256.371891,60.744801,0.983500,-0.035200,-0.002600,0.014679,-0.000115,1.631388
2024-12-27-07-45-52-002,11845015.247554,3497256.371630,60.744801,0.984900,-0.035900,-0.005700,0.014662,-0.000094,1.631371
2024-12-27-07-45-52-010,11845015.256173,3497256.371364,60.744701,0.984300,-0.036800,-0.007100,0.014667,-0.000103,1.631356
2024-12-27-07-45-52-018,11845015.264808,3497256.371095,60.744598,0.985500,-0.037300,-0.009400,0.014661,-0.000077,1.631329
2024-12-27-07-45-52-026,11845015.273443,3497256.370831,60.744499,0.985900,-0.037100,-0.012500,0.014633,-0.000083,1.631333
2024-12-27-07-45-52-034,11845015.282069,3497256.370560,60.744499,0.985200,-0.037600,-0.011500,0.014602,-0.000075,1.631311
2024-12-27-07-45-52-042,11845015.290693,3497256.370299,60.744400,0.984600,-0.036700,-0.011900,0.014583,-0.000095,1.631291
2024-12-27-07-45-52-050,11845015.299316,3497256.370038,60.744301,0.984200,-0.036100,-0.007300,0.014568,-0.000070,1.631273
2024-12-27-07-45-52-058,11845015.307939,3497256.369776,60.744202,0.984100,-0.036200,-0.008700,0.014570,-0.000070,1.631266
2024-12-27-07-45-52-066,11845015.316563,3497256.369514,60.744202,0.984200,-0.036200,-0.007200,0.014541,-0.000057,1.631251
2024-12-27-07-45-52-074,11845015.325194,3497256.369243,60.744099,0.985000,-0.037300,-0.008200,0.014533,-0.000057,1.631247
2024-12-27-07-45-52-082,11845015.333828,3497256.368976,60.744099,0.985600,-0.037300,-0.007300,0.014505,-0.000056,1.631235
2024-12-27-07-45-52-090,11845015.342465,3497256.368702,60.743999,0.986100,-0.038000,-0.006900,0.014502,-0.000055,1.631226
2024-12-27-07-45-52-098,11845015.351105,3497256.368431,60.743999,0.986500,-0.037900,-0.002100,0.014499,-0.000059,1.631199
2024-12-27-07-45-52-106,11845015.359744,3497256.368165,60.743900,0.986400,-0.037200,-0.003400,0.014489,-0.000050,1.631194
2024-12-27-07-45-52-114,11845015.368369,3497256.367903,60.743900,0.985000,-0.036400,-0.002700,0.014503,-0.000054,1.631170
2024-12-27-07-45-52-122,11845015.377011,3497256.367644,60.743900,0.986000,-0.035800,-0.005200,0.014489,-0.000051,1.631161
2024-12-27-07-45-52-130,11845015.385645,3497256.367394,60.743801,0.985800,-0.034600,-0.005200,0.014483,-0.000061,1.631158
2024-12-27-07-45-52-138,11845015.394278,3497256.367137,60.743801,0.985500,-0.035000,-0.007400,0.014485,-0.000057,1.631136
2024-12-27-07-45-52-146,11845015.402909,3497256.366878,60.743698,0.985200,-0.035600,-0.007900,0.014478,-0.000051,1.631122
2024-12-27-07-45-52-154,11845015.411564,3497256.366608,60.743599,0.987300,-0.037000,-0.010200,0.014480,-0.000025,1.631108
2024-12-27-07-45-52-162,11845015.420206,3497256.366331,60.743500,0.987100,-0.038400,-0.011000,0.014451,-0.000023,1.631073
2024-12-27-07-45-52-170,11845015.428859,3497256.366059,60.743500,0.987800,-0.038400,-0.010200,0.014440,-0.000023,1.631059
2024-12-27-07-45-52-186,11845015.446148,3497256.365514,60.743301,0.987300,-0.037900,-0.009000,0.014412,-0.000003,1.631027
2024-12-27-07-45-52-194,11845015.454792,3497256.365243,60.743198,0.987000,-0.037600,-0.009300,0.014391,0.000012,1.630996
2024-12-27-07-45-52-202,11845015.463435,3497256.364979,60.743198,0.986700,-0.036800,-0.008000,0.014367,-0.000017,1.631000
2024-12-27-07-45-52-210,11845015.472077,3497256.364706,60.743099,0.986500,-0.037300,-0.005700,0.014314,-0.000003,1.630984
