gps_time,x,y,z,ve(m/s),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2024-12-27-07-48-09-276,11845164.170668,3497255.938889,60.723099,0.921000,0.002800,-0.008000,0.014792,0.002312,1.594056
2024-12-27-07-48-09-284,11845164.178828,3497255.938943,60.723000,0.919600,0.002700,-0.004100,0.014791,0.002321,1.594050
2024-12-27-07-48-09-292,11845164.186989,3497255.938991,60.722900,0.919100,0.002000,-0.004900,0.014779,0.002312,1.594042
2024-12-27-07-48-09-300,11845164.195136,3497255.939041,60.722900,0.918000,0.002300,-0.001400,0.014764,0.002324,1.594025
2024-12-27-07-48-09-308,11845164.203298,3497255.939085,60.722900,0.918900,0.001700,-0.002200,0.014764,0.002349,1.594016
2024-12-27-07-48-09-316,11845164.211453,3497255.939132,60.722801,0.919000,0.001900,-0.003600,0.014769,0.002335,1.593996
2024-12-27-07-48-09-324,11845164.219606,3497255.939186,60.722801,0.918900,0.002700,-0.004200,0.014785,0.002341,1.593978
2024-12-27-07-48-09-332,11845164.227759,3497255.939239,60.722698,0.919000,0.003100,-0.002100,0.014783,0.002308,1.593977
2024-12-27-07-48-09-340,11845164.235893,3497255.939296,60.722698,0.917200,0.003600,-0.002100,0.014832,0.002331,1.593959
2024-12-27-07-48-09-348,11845164.244021,3497255.939352,60.722698,0.915900,0.003600,0.003000,0.014845,0.002348,1.593962
2024-12-27-07-48-09-356,11845164.252151,3497255.939395,60.722698,0.915700,0.002300,-0.001700,0.014884,0.002346,1.593936
2024-12-27-07-48-09-364,11845164.260279,3497255.939444,60.722599,0.915700,0.002100,-0.000800,0.014924,0.002346,1.593929
2024-12-27-07-48-09-372,11845164.268421,3497255.939483,60.722599,0.917100,0.001200,-0.006000,0.014939,0.002363,1.593912
2024-12-27-07-48-09-380,11845164.276544,3497255.939524,60.722500,0.916200,0.001000,-0.003300,0.014977,0.002370,1.593884
2024-12-27-07-48-09-388,11845164.284664,3497255.939571,60.722500,0.915400,0.001600,-0.003000,0.015031,0.002375,1.593880
2024-12-27-07-48-09-396,11845164.292784,3497255.939621,60.722500,0.915200,0.002500,0.000000,0.015061,0.002353,1.593857
2024-12-27-07-48-09-404,11845164.300877,3497255.939662,60.722500,0.912700,0.001700,0.001800,0.015118,0.002370,1.593865
2024-12-27-07-48-09-412,11845164.308990,3497255.939702,60.722401,0.913500,0.001400,0.000500,0.015143,0.002417,1.593835
2024-12-27-07-48-09-420,11845164.317092,3497255.939729,60.722401,0.913100,-0.000300,-0.002200,0.015155,0.002406,1.593833
2024-12-27-07-48-09-428,11845164.325182,3497255.939745,60.722301,0.912100,-0.002100,-0.006000,0.015150,0.002387,1.593815
2024-12-27-07-48-09-436,11845164.333292,3497255.939756,60.722301,0.913600,-0.003300,-0.007000,0.015126,0.002397,1.593797
2024-12-27-07-48-09-444,11845164.341383,3497255.939762,60.722198,0.912700,-0.004000,-0.005200,0.015107,0.002353,1.593786
2024-12-27-07-48-09-452,11845164.349456,3497255.939770,60.722198,0.910500,-0.003900,-0.001000,0.015095,0.002379,1.593752
2024-12-27-07-48-09-460,11845164.357535,3497255.939771,60.722198,0.910200,-0.004400,0.001500,0.015080,0.002366,1.593744
2024-12-27-07-48-09-468,11845164.365598,3497255.939774,60.722198,0.908900,-0.004300,0.003700,0.015051,0.002380,1.593722
2024-12-27-07-48-09-476,11845164.373671,3497255.939785,60.722198,0.909300,-0.003100,0.004100,0.015023,0.002392,1.593705
2024-12-27-07-48-09-484,11845164.381734,3497255.939806,60.722198,0.909000,-0.001600,0.005800,0.015010,0.002356,1.593689
2024-12-27-07-48-09-492,11845164.389773,3497255.939836,60.722301,0.906700,-0.000000,0.009000,0.015010,0.002349,1.593679
2024-12-27-07-48-09-500,11845164.397816,3497255.939878,60.722401,0.906300,0.001900,0.014000,0.015023,0.002325,1.593662
2024-12-27-07-48-09-508,11845164.405834,3497255.939921,60.722500,0.904000,0.002600,0.015200,0.015065,0.002329,1.593644
2024-12-27-07-48-09-516,11845164.413850,3497255.939971,60.722599,0.903000,0.003200,0.019200,0.015087,0.002333,1.593637
2024-12-27-07-48-09-524,11845164.421859,3497255.940014,60.722698,0.902400,0.002500,0.015900,0.015133,0.002327,1.593634
2024-12-27-07-48-09-532,11845164.429869,3497255.940053,60.722698,0.902500,0.001600,0.013500,0.015145,0.002320,1.593616
2024-12-27-07-48-09-540,11845164.437886,3497255.940091,60.722801,0.903400,0.001100,0.011800,0.015167,0.002301,1.593600
2024-12-27-07-48-09-548,11845164.445878,3497255.940130,60.722900,0.901800,0.000900,0.009000,0.015195,0.002267,1.593594
2024-12-27-07-48-09-556,11845164.453856,3497255.940170,60.723000,0.899700,0.001100,0.013200,0.015196,0.002266,1.593577
2024-12-27-07-48-09-564,11845164.461840,3497255.940217,60.723099,0.899500,0.001900,0.012100,0.015226,0.002263,1.593574
2024-12-27-07-48-09-580,11845164.477770,3497255.940320,60.723202,0.897400,0.003400,0.009900,0.015202,0.002260,1.593539
2024-12-27-07-48-09-588,11845164.485726,3497255.940375,60.723202,0.896700,0.003700,0.005900,0.015221,0.002263,1.593540
2024-12-27-07-48-09-596,11845164.493687,3497255.940424,60.723301,0.897100,0.003200,0.005400,0.015185,0.002265,1.593528
2024-12-27-07-48-09-604,11845164.501630,3497255.940474,60.723301,0.895900,0.002800,0.002100,0.015186,0.002262,1.593524
2024-12-27-07-48-09-612,11845164.509558,3497255.940520,60.723301,0.894200,0.002200,0.005700,0.015167,0.002251,1.593526
2024-12-27-07-48-09-620,11845164.517479,3497255.940567,60.723301,0.892800,0.002300,0.004000,0.015139,0.002253,1.593480
2024-12-27-07-48-09-628,11845164.525393,3497255.940623,60.723400,0.891900,0.003200,0.007300,0.015130,0.002267,1.593485
2024-12-27-07-48-09-636,11845164.533301,3497255.940671,60.723400,0.891300,0.002800,0.005700,0.015104,0.002267,1.593468
2024-12-27-07-48-09-644,11845164.541192,3497255.940733,60.723400,0.889800,0.004100,0.004600,0.015088,0.002250,1.593466
2024-12-27-07-48-09-652,11845164.549101,3497255.940788,60.723400,0.890900,0.003800,0.003300,0.015084,0.002268,1.593450
2024-12-27-07-48-09-660,11845164.556994,3497255.940849,60.723400,0.890300,0.004300,-0.000600,0.015064,0.002258,1.593438
2024-12-27-07-48-09-668,11845164.564872,3497255.940911,60.723400,0.888800,0.004600,0.001500,0.015031,0.002229,1.593447
2024-12-27-07-48-09-676,11845164.572734,3497255.940967,60.723400,0.886600,0.004000,0.000700,0.015016,0.002264,1.593433
2024-12-27-07-48-09-684,11845164.580599,3497255.941033,60.723400,0.886300,0.004800,0.001600,0.015007,0.002258,1.593414
2024-12-27-07-48-09-692,11845164.588461,3497255.941092,60.723400,0.886100,0.004500,-0.000100,0.014983,0.002262,1.593391
2024-12-27-07-48-09-700,11845164.596303,3497255.941159,60.723301,0.884600,0.004900,-0.003000,0.014984,0.002252,1.593390
2024-12-27-07-48-09-708,11845164.604159,3497255.941233,60.723301,0.885200,0.005900,-0.002300,0.015011,0.002272,1.593389
2024-12-27-07-48-09-716,11845164.612006,3497255.941310,60.723202,0.885000,0.006800,-0.004800,0.015033,0.002270,1.593372
2024-12-27-07-48-09-724,11845164.619846,3497255.941403,60.723202,0.884400,0.008700,-0.002400,0.015069,0.002289,1.593360
2024-12-27-07-48-09-732,11845164.627675,3497255.941488,60.723202,0.883200,0.008600,-0.003300,0.015086,0.002280,1.593346
2024-12-27-07-48-09-740,11845164.635483,3497255.941580,60.723099,0.880900,0.009000,-0.000200,0.015097,0.002282,1.593339
2024-12-27-07-48-09-748,11845164.643298,3497255.941661,60.723099,0.880600,0.007800,-0.003000,0.015096,0.002314,1.593330
2024-12-27-07-48-09-756,11845164.651121,3497255.941732,60.723000,0.881700,0.006200,-0.006100,0.015084,0.002316,1.593316
2024-12-27-07-48-09-764,11845164.666714,3497255.941860,60.722900,0.879000,0.004100,-0.004600,0.015004,0.002279,1.593297
2024-12-27-07-48-09-772,11845164.666714,3497255.941860,60.722900,0.879000,0.004100,-0.004600,0.015004,0.002279,1.593297
2024-12-27-07-48-09-780,11845164.674498,3497255.941921,60.722900,0.877800,0.003800,-0.001000,0.015017,0.002313,1.593278
2024-12-27-07-48-09-788,11845164.682287,3497255.941983,60.722900,0.878100,0.004000,0.003300,0.015002,0.002289,1.593269
2024-12-27-07-48-09-796,11845164.690053,3497255.942048,60.722900,0.876200,0.004600,0.005000,0.014979,0.002305,1.593246
2024-12-27-07-48-09-804,11845164.697817,3497255.942110,60.722900,0.875400,0.004500,0.008300,0.014997,0.002327,1.593238
2024-12-27-07-48-09-812,11845164.713361,3497255.942244,60.723000,0.876100,0.005400,0.006600,0.014985,0.002305,1.593216
2024-12-27-07-48-09-820,11845164.713361,3497255.942244,60.723000,0.876100,0.005400,0.006600,0.014985,0.002305,1.593216
2024-12-27-07-48-09-828,11845164.721122,3497255.942308,60.723000,0.875600,0.005100,0.004600,0.014981,0.002288,1.593205
2024-12-27-07-48-09-836,11845164.736603,3497255.942447,60.723099,0.872800,0.005900,0.012000,0.014983,0.002269,1.593187
2024-12-27-07-48-09-844,11845164.736603,3497255.942447,60.723099,0.872800,0.005900,0.012000,0.014983,0.002269,1.593187
2024-12-27-07-48-09-852,11845164.744330,3497255.942510,60.723202,0.871600,0.005200,0.015300,0.014996,0.002297,1.593159
2024-12-27-07-48-09-860,11845164.752047,3497255.942569,60.723301,0.870300,0.004200,0.015400,0.015015,0.002269,1.593152
2024-12-27-07-48-09-868,11845164.759786,3497255.942627,60.723400,0.872100,0.003900,0.012400,0.015023,0.002268,1.593127
2024-12-27-07-48-09-876,11845164.767511,3497255.942684,60.723499,0.871900,0.003400,0.011300,0.015051,0.002259,1.593136
2024-12-27-07-48-09-884,11845164.775222,3497255.942740,60.723499,0.870600,0.003400,0.011600,0.015067,0.002225,1.593113
2024-12-27-07-48-09-892,11845164.782918,3497255.942803,60.723598,0.868700,0.004100,0.012700,0.015105,0.002229,1.593117
2024-12-27-07-48-09-900,11845164.790629,3497255.942858,60.723701,0.869200,0.003800,0.013100,0.015150,0.002237,1.593088
2024-12-27-07-48-09-908,11845164.798327,3497255.942907,60.723801,0.868700,0.002900,0.014300,0.015186,0.002237,1.593070
2024-12-27-07-48-09-916,11845164.806010,3497255.942957,60.723900,0.867200,0.002700,0.012300,0.015195,0.002235,1.593061
2024-12-27-07-48-09-924,11845164.813683,3497255.943002,60.723999,0.865800,0.002000,0.011100,0.015226,0.002223,1.593057
2024-12-27-07-48-09-932,11845164.821361,3497255.943032,60.723999,0.865800,0.000200,0.006100,0.015261,0.002219,1.593039
2024-12-27-07-48-09-940,11845164.828953,3497255.943029,60.723999,0.866100,-0.000800,0.004800,0.015246,0.002216,1.593025
2024-12-27-07-48-09-948,11845164.836527,3497255.943010,60.724098,0.864700,-0.002800,0.002500,0.015234,0.002191,1.593008
2024-12-27-07-48-09-956,11845164.844090,3497255.942990,60.724098,0.863100,-0.003600,0.005900,0.015234,0.002180,1.593009
2024-12-27-07-48-09-964,11845164.851655,3497255.942965,60.724201,0.862800,-0.004100,0.006800,0.015247,0.002199,1.592970
2024-12-27-07-48-09-971,11845164.859220,3497255.942946,60.724300,0.862900,-0.003500,0.008800,0.015250,0.002211,1.592959
2024-12-27-07-48-09-979,11845164.866756,3497255.942929,60.724300,0.860600,-0.002800,0.010600,0.015259,0.002188,1.592938
2024-12-27-07-48-09-987,11845164.874293,3497255.942917,60.724400,0.859600,-0.001800,0.011900,0.015306,0.002186,1.592909
2024-12-27-07-48-09-995,11845164.881842,3497255.942909,60.724499,0.860700,-0.001200,0.010000,0.015340,0.002180,1.592907
2024-12-27-07-48-10-003,11845164.889399,3497255.942897,60.724602,0.862100,-0.001200,0.007900,0.015379,0.002178,1.592881
2024-12-27-07-48-10-011,11845164.896927,3497255.942881,60.724602,0.860100,-0.001900,0.007300,0.015397,0.002159,1.592882
2024-12-27-07-48-10-019,11845164.904441,3497255.942859,60.724701,0.857900,-0.002900,0.006700,0.015429,0.002136,1.592862
2024-12-27-07-48-10-027,11845164.911974,3497255.942831,60.724701,0.858700,-0.004000,0.005200,0.015444,0.002164,1.592847
2024-12-27-07-48-10-035,11845164.919498,3497255.942798,60.724800,0.858600,-0.005000,0.005200,0.015466,0.002172,1.592848
2024-12-27-07-48-10-043,11845164.927007,3497255.942767,60.724800,0.857300,-0.004800,0.002500,0.015484,0.002166,1.592810
2024-12-27-07-48-10-051,11845164.934536,3497255.942739,60.724800,0.858600,-0.004300,0.003100,0.015517,0.002172,1.592789
2024-12-27-07-48-10-059,11845164.942064,3497255.942726,60.724800,0.859200,-0.002400,-0.000700,0.015572,0.002175,1.592772
2024-12-27-07-48-10-067,11845164.949586,3497255.942722,60.724800,0.858900,-0.000600,-0.000500,0.015604,0.002156,1.592774
2024-12-27-07-48-10-075,11845164.957089,3497255.942721,60.724800,0.857100,0.000400,-0.000300,0.015655,0.002162,1.592751
2024-12-27-07-48-10-083,11845164.964604,3497255.942722,60.724800,0.857200,0.000900,0.000500,0.015695,0.002194,1.592739
2024-12-27-07-48-10-091,11845164.972112,3497255.942715,60.724800,0.856800,-0.000100,-0.002100,0.015701,0.002195,1.592726
2024-12-27-07-48-10-099,11845164.979611,3497255.942708,60.724800,0.856000,-0.000700,-0.002500,0.015705,0.002182,1.592714
2024-12-27-07-48-10-107,11845164.987101,3497255.942695,60.724800,0.854800,-0.001700,-0.004000,0.015698,0.002195,1.592708
2024-12-27-07-48-10-115,11845164.994599,3497255.942680,60.724701,0.855200,-0.002300,-0.006600,0.015708,0.002215,1.592684
2024-12-27-07-48-10-123,11845165.002092,3497255.942662,60.724701,0.855100,-0.002700,-0.005100,0.015688,0.002204,1.592675
2024-12-27-07-48-10-131,11845165.009580,3497255.942657,60.724701,0.854700,-0.001400,-0.003500,0.015655,0.002205,1.592661
2024-12-27-07-48-10-139,11845165.017049,3497255.942652,60.724701,0.852800,-0.000700,0.000900,0.015682,0.002216,1.592648
2024-12-27-07-48-10-147,11845165.024532,3497255.942653,60.724701,0.853300,0.000200,0.001500,0.015690,0.002210,1.592628
2024-12-27-07-48-10-155,11845165.032021,3497255.942668,60.724701,0.854400,0.002000,0.003200,0.015709,0.002218,1.592622
2024-12-27-07-48-10-163,11845165.039504,3497255.942694,60.724701,0.854300,0.003900,0.001700,0.015735,0.002240,1.592608
2024-12-27-07-48-10-171,11845165.046959,3497255.942727,60.724701,0.851700,0.005200,-0.001100,0.015761,0.002235,1.592593
2024-12-27-07-48-10-179,11845165.054431,3497255.942775,60.724701,0.852200,0.007100,0.000300,0.015783,0.002210,1.592596
2024-12-27-07-48-10-187,11845165.061911,3497255.942823,60.724701,0.853200,0.007800,0.001200,0.015786,0.002236,1.592585
2024-12-27-07-48-10-195,11845165.069354,3497255.942877,60.724701,0.850500,0.008200,0.001300,0.015797,0.002207,1.592587
2024-12-27-07-48-10-203,11845165.076808,3497255.942930,60.724800,0.850200,0.008100,0.005800,0.015825,0.002211,1.592581
2024-12-27-07-48-10-211,11845165.084256,3497255.942983,60.724800,0.849700,0.007700,0.002700,0.015870,0.002231,1.592573
2024-12-27-07-48-10-219,11845165.091700,3497255.943035,60.724800,0.849300,0.007400,0.005900,0.015894,0.002229,1.592581
2024-12-27-07-48-10-227,11845165.099135,3497255.943086,60.724800,0.848500,0.007200,-0.000300,0.015945,0.002240,1.592550
2024-12-27-07-48-10-235,11845165.106567,3497255.943151,60.724800,0.848000,0.008500,0.000700,0.015972,0.002226,1.592552
2024-12-27-07-48-10-243,11845165.114012,3497255.943219,60.724800,0.849100,0.009500,-0.004700,0.016029,0.002255,1.592542
2024-12-27-07-48-10-251,11845165.121578,3497255.943373,60.724701,0.849400,0.010900,-0.004300,0.016039,0.002225,1.592544
2024-12-27-07-48-10-259,11845165.129075,3497255.943489,60.724602,0.850000,0.012600,-0.006500,0.016056,0.002250,1.592527
2024-12-27-07-48-10-267,11845165.136549,3497255.943600,60.724602,0.848000,0.012300,-0.006800,0.016064,0.002280,1.592545
2024-12-27-07-48-10-275,11845165.144026,3497255.943705,60.724499,0.847500,0.011300,-0.009400,0.016059,0.002272,1.592545
2024-12-27-07-48-10-283,11845165.151499,3497255.943813,60.724400,0.846900,0.011100,-0.009400,0.016041,0.002277,1.592557
2024-12-27-07-48-10-291,11845165.158959,3497255.943910,60.724300,0.845700,0.009800,-0.009000,0.016032,0.002297,1.592558
2024-12-27-07-48-10-299,11845165.166410,3497255.943997,60.724201,0.844400,0.008200,-0.010900,0.016033,0.002315,1.592528
2024-12-27-07-48-10-307,11845165.173873,3497255.944088,60.724098,0.845200,0.008000,-0.010800,0.015980,0.002323,1.592536
2024-12-27-07-48-10-315,11845165.181335,3497255.944179,60.724098,0.845700,0.008100,-0.008300,0.015952,0.002330,1.592533
2024-12-27-07-48-10-323,11845165.188770,3497255.944269,60.723999,0.843600,0.008300,-0.006900,0.015927,0.002339,1.592516
2024-12-27-07-48-10-331,11845165.196201,3497255.944360,60.723999,0.842200,0.008500,-0.005400,0.015871,0.002323,1.592529
2024-12-27-07-48-10-339,11845165.203639,3497255.944449,60.723900,0.842500,0.008400,-0.003900,0.015846,0.002352,1.592516
2024-12-27-07-48-10-347,11845165.211071,3497255.944542,60.723801,0.842200,0.008800,-0.005400,0.015819,0.002350,1.592519
2024-12-27-07-48-10-355,11845165.218503,3497255.944641,60.723801,0.842300,0.009700,-0.003700,0.015784,0.002346,1.592506
2024-12-27-07-48-10-363,11845165.225930,3497255.944747,60.723801,0.842000,0.010800,-0.002700,0.015755,0.002354,1.592509
2024-12-27-07-48-10-371,11845165.233356,3497255.944858,60.723701,0.841800,0.011600,0.000400,0.015757,0.002364,1.592503
2024-12-27-07-48-10-379,11845165.240770,3497255.944974,60.723701,0.840700,0.012500,0.002000,0.015753,0.002346,1.592499
2024-12-27-07-48-10-387,11845165.248184,3497255.945095,60.723801,0.840300,0.013200,0.007200,0.015765,0.002341,1.592498
2024-12-27-07-48-10-395,11845165.255579,3497255.945212,60.723801,0.838500,0.012900,0.008700,0.015784,0.002362,1.592499
2024-12-27-07-48-10-403,11845165.262967,3497255.945326,60.723900,0.837300,0.012300,0.008600,0.015828,0.002352,1.592487
2024-12-27-07-48-10-411,11845165.270370,3497255.945435,60.723900,0.838300,0.011300,0.006400,0.015882,0.002376,1.592473
2024-12-27-07-48-10-419,11845165.277781,3497255.945544,60.723900,0.839700,0.010900,0.002000,0.015919,0.002369,1.592461
2024-12-27-07-48-10-427,11845165.285162,3497255.945651,60.723900,0.837700,0.010700,0.000200,0.015935,0.002352,1.592458
2024-12-27-07-48-10-435,11845165.292555,3497255.945755,60.723801,0.837800,0.010300,-0.003100,0.015963,0.002359,1.592455
2024-12-27-07-48-10-443,11845165.299949,3497255.945856,60.723801,0.838100,0.009900,-0.002600,0.015965,0.002359,1.592449
2024-12-27-07-48-10-451,11845165.307334,3497255.945956,60.723801,0.837400,0.009700,-0.004800,0.015953,0.002369,1.592449
2024-12-27-07-48-10-459,11845165.314702,3497255.946042,60.723701,0.835700,0.008200,-0.005900,0.015926,0.002383,1.592448
2024-12-27-07-48-10-467,11845165.322084,3497255.946120,60.723598,0.836200,0.006900,-0.008100,0.015895,0.002394,1.592436
2024-12-27-07-48-10-475,11845165.329458,3497255.946200,60.723598,0.836000,0.006500,-0.009000,0.015868,0.002402,1.592434
2024-12-27-07-48-10-483,11845165.336826,3497255.946269,60.723499,0.835400,0.005400,-0.009300,0.015846,0.002408,1.592426
2024-12-27-07-48-10-491,11845165.344180,3497255.946336,60.723400,0.833900,0.004900,-0.009100,0.015796,0.002403,1.592426
2024-12-27-07-48-10-499,11845165.351536,3497255.946403,60.723400,0.833500,0.004800,-0.005300,0.015777,0.002443,1.592405
2024-12-27-07-48-10-507,11845165.358890,3497255.946467,60.723301,0.833500,0.004600,-0.007900,0.015758,0.002425,1.592402
2024-12-27-07-48-10-515,11845165.366239,3497255.946528,60.723202,0.833100,0.004500,-0.007700,0.015720,0.002438,1.592385
2024-12-27-07-48-10-523,11845165.373578,3497255.946597,60.723202,0.832100,0.005200,-0.004700,0.015698,0.002427,1.592386
2024-12-27-07-48-10-531,11845165.380937,3497255.946655,60.723099,0.833500,0.004500,-0.007700,0.015705,0.002457,1.592350
2024-12-27-07-48-10-539,11845165.388288,3497255.946723,60.723000,0.833700,0.005100,-0.006100,0.015690,0.002431,1.592354
2024-12-27-07-48-10-547,11845165.395628,3497255.946784,60.722900,0.832700,0.004700,-0.007000,0.015668,0.002445,1.592346
2024-12-27-07-48-10-555,11845165.402954,3497255.946845,60.722900,0.830900,0.004400,-0.002300,0.015673,0.002449,1.592348
2024-12-27-07-48-10-563,11845165.410289,3497255.946893,60.722900,0.831100,0.003100,-0.003500,0.015647,0.002444,1.592333
2024-12-27-07-48-10-571,11845165.417614,3497255.946943,60.722900,0.830400,0.002600,-0.000300,0.015651,0.002445,1.592325
2024-12-27-07-48-10-579,11845165.424930,3497255.946994,60.722801,0.829500,0.002700,0.000500,0.015637,0.002453,1.592325
2024-12-27-07-48-10-587,11845165.432234,3497255.947042,60.722801,0.828000,0.002700,0.002700,0.015667,0.002460,1.592303
2024-12-27-07-48-10-595,11845165.439552,3497255.947095,60.722900,0.828800,0.003200,0.004300,0.015724,0.002472,1.592277
2024-12-27-07-48-10-603,11845165.446875,3497255.947158,60.722801,0.829900,0.004400,0.000800,0.015770,0.002468,1.592279
2024-12-27-07-48-10-611,11845165.454189,3497255.947225,60.722801,0.829600,0.005500,0.001900,0.015808,0.002475,1.592280
2024-12-27-07-48-10-619,11845165.461501,3497255.947287,60.722801,0.829300,0.005400,-0.000700,0.015845,0.002468,1.592258
2024-12-27-07-48-10-627,11845165.468807,3497255.947356,60.722801,0.828600,0.005900,0.001300,0.015885,0.002463,1.592249
2024-12-27-07-48-10-635,11845165.476115,3497255.947409,60.722801,0.828500,0.004300,-0.000200,0.015926,0.002486,1.592236
2024-12-27-07-48-10-643,11845165.483418,3497255.947457,60.722801,0.828000,0.002800,0.000300,0.015938,0.002497,1.592235
2024-12-27-07-48-10-651,11845165.490711,3497255.947498,60.722801,0.827000,0.001600,-0.000200,0.015962,0.002501,1.592224
2024-12-27-07-48-10-659,11845165.497993,3497255.947528,60.722801,0.825700,-0.000000,0.001000,0.015979,0.002505,1.592208
2024-12-27-07-48-10-667,11845165.505284,3497255.947552,60.722801,0.826100,-0.001100,0.000800,0.015995,0.002506,1.592199
2024-12-27-07-48-10-675,11845165.512569,3497255.947572,60.722801,0.825900,-0.001800,0.001100,0.015977,0.002511,1.592184
2024-12-27-07-48-10-683,11845165.519841,3497255.947594,60.722801,0.824700,-0.001500,0.002400,0.015989,0.002495,1.592178
2024-12-27-07-48-10-691,11845165.527109,3497255.947611,60.722801,0.824000,-0.001800,0.002200,0.015995,0.002510,1.592162
2024-12-27-07-48-10-699,11845165.534378,3497255.947631,60.722801,0.823800,-0.001400,0.003000,0.015963,0.002482,1.592164
2024-12-27-07-48-10-707,11845165.541639,3497255.947650,60.722801,0.823300,-0.001200,0.005300,0.015956,0.002498,1.592132
2024-12-27-07-48-10-715,11845165.548893,3497255.947675,60.722900,0.822400,-0.000500,0.006200,0.015946,0.002478,1.592121
2024-12-27-07-48-10-723,11845165.556147,3497255.947710,60.722900,0.822200,0.000800,0.007700,0.015951,0.002487,1.592115
2024-12-27-07-48-10-731,11845165.563390,3497255.947746,60.723000,0.821400,0.001500,0.010400,0.015943,0.002450,1.592119
2024-12-27-07-48-10-739,11845165.570624,3497255.947790,60.723000,0.820200,0.002500,0.012300,0.015964,0.002457,1.592104
2024-12-27-07-48-10-747,11845165.577856,3497255.947839,60.723202,0.819600,0.003500,0.016000,0.015994,0.002443,1.592084
2024-12-27-07-48-10-755,11845165.585071,3497255.947883,60.723202,0.818000,0.002900,0.015800,0.016036,0.002439,1.592069
2024-12-27-07-48-10-763,11845165.592282,3497255.947929,60.723400,0.817200,0.002800,0.016700,0.016070,0.002434,1.592058
2024-12-27-07-48-10-771,11845165.599501,3497255.947974,60.723400,0.817700,0.002600,0.013700,0.016133,0.002433,1.592043
2024-12-27-07-48-10-779,11845165.606717,3497255.948020,60.723499,0.818100,0.002600,0.011900,0.016151,0.002412,1.592027
2024-12-27-07-48-10-787,11845165.613927,3497255.948066,60.723598,0.817700,0.002500,0.010400,0.016206,0.002401,1.592025
2024-12-27-07-48-10-795,11845165.621144,3497255.948119,60.723701,0.818200,0.003300,0.008200,0.016264,0.002406,1.592015
2024-12-27-07-48-10-803,11845165.628355,3497255.948176,60.723701,0.817900,0.004100,0.010300,0.016284,0.002390,1.592007
2024-12-27-07-48-10-811,11845165.635563,3497255.948231,60.723801,0.817600,0.004200,0.008900,0.016320,0.002379,1.591991
2024-12-27-07-48-10-819,11845165.642755,3497255.948287,60.723900,0.815900,0.004300,0.008700,0.016367,0.002387,1.591981
2024-12-27-07-48-10-827,11845165.649961,3497255.948340,60.723900,0.816500,0.003800,0.004800,0.016393,0.002409,1.591977
2024-12-27-07-48-10-835,11845165.657161,3497255.948394,60.723900,0.816400,0.003800,0.002200,0.016428,0.002405,1.591955
2024-12-27-07-48-10-843,11845165.664352,3497255.948438,60.723900,0.815600,0.002500,-0.000100,0.016437,0.002394,1.591949
2024-12-27-07-48-10-851,11845165.671545,3497255.948475,60.723900,0.815500,0.001400,-0.000400,0.016432,0.002407,1.591949
2024-12-27-07-48-10-859,11845165.678734,3497255.948508,60.723900,0.815300,0.000500,-0.000900,0.016431,0.002392,1.591925
2024-12-27-07-48-10-867,11845165.685922,3497255.948542,60.723900,0.815100,0.000400,-0.000400,0.016437,0.002397,1.591923
2024-12-27-07-48-10-875,11845165.693113,3497255.948578,60.723801,0.815300,0.000700,-0.002800,0.016435,0.002412,1.591909
2024-12-27-07-48-10-883,11845165.700296,3497255.948619,60.723801,0.814800,0.001700,0.001200,0.016419,0.002394,1.591901
2024-12-27-07-48-10-891,11845165.707463,3497255.948670,60.723801,0.813100,0.003100,-0.001300,0.016447,0.002406,1.591887
2024-12-27-07-48-10-899,11845165.714639,3497255.948730,60.723801,0.813200,0.004600,0.002000,0.016449,0.002406,1.591897
2024-12-27-07-48-10-907,11845165.721818,3497255.948782,60.723801,0.813700,0.004500,-0.000300,0.016473,0.002427,1.591862
2024-12-27-07-48-10-915,11845165.728977,3497255.948842,60.723801,0.812400,0.004900,-0.000000,0.016493,0.002412,1.591860
2024-12-27-07-48-10-923,11845165.736146,3497255.948889,60.723701,0.812600,0.003400,-0.001900,0.016478,0.002422,1.591862
2024-12-27-07-48-10-931,11845165.743316,3497255.948943,60.723701,0.813000,0.003500,-0.002500,0.016477,0.002408,1.591850
2024-12-27-07-48-10-939,11845165.750425,3497255.948967,60.723701,0.811800,0.003400,0.001000,0.016469,0.002406,1.591837
2024-12-27-07-48-10-947,11845165.757541,3497255.948996,60.723701,0.811800,0.003700,0.000200,0.016482,0.002413,1.591830
2024-12-27-07-48-10-955,11845165.764646,3497255.949032,60.723801,0.811000,0.004800,0.003000,0.016511,0.002414,1.591808
2024-12-27-07-48-10-963,11845165.771761,3497255.949073,60.723801,0.811700,0.005800,0.000900,0.016527,0.002414,1.591803
2024-12-27-07-48-10-971,11845165.778872,3497255.949135,60.723801,0.811700,0.008300,0.000300,0.016594,0.002419,1.591798
2024-12-27-07-48-10-979,11845165.785990,3497255.949193,60.723701,0.812300,0.008800,-0.000800,0.016649,0.002423,1.591803
2024-12-27-07-48-10-987,11845165.793091,3497255.949256,60.723701,0.811100,0.009400,-0.002700,0.016688,0.002443,1.591787
2024-12-27-07-48-10-995,11845165.800199,3497255.949316,60.723701,0.811100,0.009000,-0.003200,0.016722,0.002446,1.591799
